92084,6.2457,3.947e+05,50401,220
92086,7.0076,1.476e+05,33375,9
92091,11.678,9.562e+05,94318,5
92101,9.2275,4.359e+05,52314,50
92102,3.1848,2.913e+05,41575,40
92103,4.6397,5.614e+05,65793,98
92104,4.6981,4.619e+05,48733,92
92105,4.0958,2.742e+05,36893,164
92106,5.1466,8.381e+05,81973,79
92107,4.7551,6.667e+05,66825,66
92108,7.2006,2.824e+05,65297,17
92109,4.2437,6.853e+05,67025,186
92110,4.8453,4.846e+05,60920,64
92111,5.7733,3.955e+05,55635,93
92112,4.72,0,0,2
92113,14.154,2.411e+05,28185,32
92114,3.837,2.826e+05,57287,121
92115,5.4362,3.663e+05,42828,119
92116,4.801,4.711e+05,54966,96
92117,4.4386,4.619e+05,65319,200
92118,5.5914,1e+06,90876,77
92119,4.7657,4.339e+05,70261,99
92120,5.2383,4.657e+05,79895,203
92121,14.283,5.924e+05,1.036e+05,38
92122,4.7603,5.936e+05,71307,114
92123,5.1548,4.068e+05,71911,87
92124,4.7856,5.272e+05,80625,112
92126,4.1884,3.986e+05,85707,137
92127,6.0314,6.373e+05,1.2346e+05,195
92128,4.9218,5.138e+05,90298,188
92129,4.6319,5.835e+05,1.0927e+05,287
92130,5.8198,8.456e+05,1.3117e+05,273
92131,5.6862,6.38e+05,1.1992e+05,262
92139,4.0725,2.815e+05,59679,20
92154,4.4591,2.772e+05,60162,75
92173,3.2634,2.601e+05,35745,9
92177,2.475,0,0,1
92182,49,0,0,2
92199,2.3,0,0,1
92536,8.0832,1.606e+05,44010,10
92607,7.5075,0,0,2
92624,3.9981,6.807e+05,71469,11
92629,5.4093,7.195e+05,88384,36
92637,5.5469,2.008e+05,36737,22
92650,1.584,0,0,1
92651,5.4776,1e+06,98697,111
92653,6.1739,5.924e+05,92806,139
92672,4.4958,7.218e+05,75411,64
92673,4.8415,7.314e+05,1.2563e+05,99
92675,5.5143,4.975e+05,72465,90
92677,7.8932,6.689e+05,98264,156
92679,5.6691,7.394e+05,1.4954e+05,237
92688,6.9463,4.914e+05,1.0069e+05,130
92691,4.9946,5.458e+05,93713,240
92692,5.1523,5.787e+05,1.0204e+05,154
92694,8.0695,6.468e+05,1.3712e+05,59
90001,5.5867,2.418e+05,34050,3
90002,3.0526,2.188e+05,30214,23
90022,3.2832,2.963e+05,39051,53
90023,3.0406,2.949e+05,37082,8
90044,5.52,2.704e+05,28344,1
90059,3.4083,2.241e+05,33678,41
90061,3.64,2.538e+05,34566,4
90063,3.2727,2.804e+05,39206,30
90201,3.63,2.763e+05,37013,6
90220,8.4967,2.211e+05,45474,12
90221,5.71,2.395e+05,42753,10
90222,4.1467,2.297e+05,40056,10
90242,4.8893,3.809e+05,57095,30
90250,5.8624,4.002e+05,45766,33
90262,2.6338,2.784e+05,42057,26
90280,3.3152,2.972e+05,43526,17
90301,4.1396,2.804e+05,37813,9
90302,4.855,3.152e+05,41187,9
90505,7.0561,6.942e+05,82313,58
90604,4.6549,3.698e+05,65640,49
90630,4.4896,4.983e+05,84051,183
90680,5.4829,2.964e+05,47796,17
90723,2.8675,2.539e+05,43784,8
90805,3.8234,2.879e+05,45197,45
90806,3.8773,3.58e+05,43785,21
90807,4.581,4.874e+05,72276,107
90808,4.4872,5.086e+05,96824,164
90810,3.0723,3.067e+05,49087,11
90813,3.3603,3.008e+05,31215,16
90815,4.7876,5.117e+05,79525,171
91010,4.7778,3.561e+05,60118,47
91016,5.6787,5.13e+05,72168,69
91360,7.7617,5.572e+05,91617,233
91701,6.009,3.677e+05,76994,207
91710,12.665,3.385e+05,71825,199
91730,5.117,2.899e+05,61952,75
91732,5.6205,3.474e+05,41485,22
91739,6.1618,4.546e+05,1.0005e+05,259
91744,4.965,2.94e+05,57789,31
91745,5.4836,4.678e+05,76447,130
91752,6.043,3.001e+05,62372,114
91755,4.3265,4.716e+05,52517,22
91762,7.9242,2.526e+05,50707,45
91764,21.534,2.325e+05,51060,26
91766,5.1582,2.639e+05,48896,57
91770,7.1918,4.247e+05,47078,35
91786,5.9553,3.343e+05,51105,61
92211,6.603,3.41e+05,57557,202
92223,5.4575,2.112e+05,64738,180
92225,24.325,1.218e+05,43638,73
92230,5.219,72100,40079,5
92234,6.2559,1.801e+05,43170,295
92240,5.7272,1.21e+05,35315,167
92260,10.294,2.834e+05,50309,256
92262,7.7868,2.791e+05,46519,286
92282,7.2632,1.028e+05,34063,5
92307,6.2087,1.758e+05,57124,286
